,tickers,best_value,best_param
112,011790,1.3894520291892043,"{'r1': 11, 'ad': 23, 'limad': 17, 'wmean': 9}"
113,383220,,
114,005385,1.4320864987919582,"{'r1': 9, 'ad': 20, 'limad': 4, 'wmean': 8}"
115,001450,1.0871568015685986,"{'r1': 14, 'ad': 3, 'limad': 71, 'wmean': 4}"
116,052690,1.0733110504437438,"{'r1': 19, 'ad': 2, 'limad': 63, 'wmean': 7}"
117,004990,1.4491981368397553,"{'r1': 2, 'ad': 10, 'limad': 22, 'wmean': 5}"
118,006260,1.514967919264295,"{'r1': 10, 'ad': 10, 'limad': 16, 'wmean': 10}"
119,001040,1.7951271220922127,"{'r1': 16, 'ad': 10, 'limad': 7, 'wmean': 9}"
120,282330,1.0,"{'r1': 15, 'ad': 18, 'limad': 74, 'wmean': 8}"
121,079550,2.7382043906449205,"{'r1': 12, 'ad': 12, 'limad': 12, 'wmean': 8}"
122,112610,1.7503223578185934,"{'r1': 9, 'ad': 4, 'limad': 50, 'wmean': 7}"
123,039490,1.0,"{'r1': 24, 'ad': 26, 'limad': 43, 'wmean': 10}"
124,081660,1.1826597620115065,"{'r1': 2, 'ad': 7, 'limad': 43, 'wmean': 4}"
125,014680,1.3362438765985325,"{'r1': 15, 'ad': 24, 'limad': 22, 'wmean': 7}"
126,008770,1.3456145457415887,"{'r1': 2, 'ad': 8, 'limad': 34, 'wmean': 4}"
127,138930,1.130933490905476,"{'r1': 8, 'ad': 8, 'limad': 30, 'wmean': 5}"
128,088350,1.3985729303932077,"{'r1': 4, 'ad': 10, 'limad': 28, 'wmean': 8}"
129,007070,1.3230137446326313,"{'r1': 12, 'ad': 16, 'limad': 28, 'wmean': 10}"
130,004370,1.0502419148727467,"{'r1': 15, 'ad': 16, 'limad': 32, 'wmean': 6}"
131,002790,1.4390009164298672,"{'r1': 17, 'ad': 23, 'limad': 19, 'wmean': 10}"
132,039030,1.2583124034187596,"{'r1': 29, 'ad': 3, 'limad': 75, 'wmean': 9}"
133,000990,1.5827139719945809,"{'r1': 29, 'ad': 21, 'limad': 11, 'wmean': 10}"
134,357780,,
135,036460,1.3888382850972525,"{'r1': 10, 'ad': 3, 'limad': 51, 'wmean': 4}"
136,263750,1.2135870802751185,"{'r1': 27, 'ad': 18, 'limad': 27, 'wmean': 7}"
